-1 1:7.901 2:1.354 3:2.483 4:2.709 5:8.126 6:7.449 7:1.129 8:8.804 9:4.289 10:13.093 11:3.612 12:3.612 13:3.386 14:1.354 15:2.709 16:8.578 17:6.546 18:7.449 19:2.032 20:3.386
-1 1:6.587 2:1.397 3:1.597 4:4.192 5:6.786 6:7.585 7:1.198 8:9.98 9:4.192 10:12.375 11:2.794 12:2.794 13:5.389 14:1.996 15:3.992 16:6.986 17:6.188 18:8.982 19:1.397 20:3.593
-1 1:7.735 2:0.552 3:3.131 4:5.893 5:4.42 6:7.735 7:0.737 8:8.84 9:5.157 10:10.866 11:4.972 12:4.42 13:3.683 14:2.947 15:4.42 16:4.972 17:6.814 18:9.761 19:0.552 20:2.394
-1 1:6.792 2:2.264 3:1.132 4:3.585 5:6.792 6:9.623 7:1.698 8:6.981 9:2.264 10:11.698 11:2.642 12:3.019 13:7.17 14:2.264 15:3.774 16:8.113 17:5.66 18:9.434 19:2.075 20:3.019
-1 1:8.66 2:0.412 3:1.031 4:1.856 5:7.835 6:10.103 7:0.412 8:11.34 9:5.979 10:11.959 11:3.299 12:3.505 13:3.918 14:2.062 15:1.443 16:7.835 17:6.392 18:6.392 19:2.268 20:3.299
-1 1:7.047 2:2.349 3:4.195 4:4.698 5:7.047 6:6.544 7:1.846 8:8.725 9:4.698 10:9.564 11:1.846 12:4.195 13:4.362 14:2.349 15:4.027 16:7.55 17:4.866 18:7.047 19:1.846 20:5.201
-1 1:7.803 2:1.301 3:2.746 4:4.335 5:5.347 6:7.225 7:2.601 8:6.647 9:4.48 10:10.983 11:1.59 12:5.925 13:5.202 14:2.601 15:3.613 16:11.272 17:5.636 18:6.214 19:1.156 20:3.324
-1 1:12.984 2:1.139 3:2.278 4:1.367 5:5.923 6:9.112 7:1.367 8:7.289 9:1.139 10:13.895 11:2.278 12:2.05 13:4.556 14:2.506 15:3.189 16:7.289 17:6.378 18:10.706 19:1.822 20:2.733
-1 1:7.375 2:0.295 3:4.13 4:2.95 5:3.835 6:9.145 7:2.655 8:9.44 9:1.77 10:13.274 11:5.9 12:1.77 13:5.015 14:2.36 15:5.9 16:3.54 17:5.605 18:10.619 19:2.655 20:1.77
-1 1:8.145 2:1.961 3:3.922 4:5.279 5:5.732 6:7.994 7:1.508 8:7.541 9:5.43 10:8.597 11:2.866 12:4.374 13:3.62 14:3.167 15:4.072 16:8.296 17:4.072 18:7.541 19:1.961 20:3.922
